Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,SNOMED_Code,SNOMED_Description
91,11,45,Psych / tox / D+A,Mental health,Depressive disorder,Depressive disorder,35489007,Depressive disorder (disorder)
91,11,51,Psych / tox / D+A,Mental health,Bipolar affective disorder,Bipolar affective disorder,13746004,Bipolar disorder (disorder)
91,11,61,Psych / tox / D+A,Mental health,Schizophrenia,Schizophrenia,58214004,Schizophrenia (disorder)
91,11,65,Psych / tox / D+A,Mental health,Psychotic disorder,Psychotic disorder,69322001,Psychotic disorder (disorder)
91,11,81,Psych / tox / D+A,Mental health,Somatisation disorder,Somatisation disorder,397923000,Somatization disorder (disorder)
91,11,83,Psych / tox / D+A,Mental health,Somatoform pain diorder,Somatoform pain diorder,30077003,Somatoform pain disorder (disorder)
91,11,85,Psych / tox / D+A,Mental health,Dissociative (conversion) disorder,Dissociative (conversion) disorder,44376007,Dissociative disorder (disorder)
91,11,87,Psych / tox / D+A,Mental health,Adjustment disorder,Adjustment disorder,17226007,Adjustment disorder (disorder)
91,11,95,Psych / tox / D+A,Mental health,Factitious disorder,Factitious disorder,50705009,Factitious disorder (disorder)
91,41,21,Psych / tox / D+A,Toxicology,Paracetamol overdose,Paracetamol overdose,295124009,Acetaminophen overdose (disorder)
91,41,25,Psych / tox / D+A,Toxicology,NSAID overdose,NSAID overdose,295217003,Non-steroidal anti-inflammatory overdose (disorder)
91,41,35,Psych / tox / D+A,Toxicology,Antidepressant overdose,Antidepressant overdose,295830007,Overdose of antidepressant drug (disorder)
91,41,41,Psych / tox / D+A,Toxicology,Benzodiazepine overdose,Benzodiazepine overdose,296015009,Sedative overdose (disorder)
91,41,51,Psych / tox / D+A,Toxicology,Opiate overdose,Opiate overdose,242253008,Overdose of opiate (disorder)
91,41,61,Psych / tox / D+A,Toxicology,Ingestion of methanol / ethylene glycol,Ingestion of methanol / ethylene glycol,67426006,Toxic effect of alcohol (disorder)
91,41,65,Psych / tox / D+A,Toxicology,Methaemoglobinaemia,Methaemoglobinaemia,38959009,Methemoglobinemia (disorder)
91,41,71,Psych / tox / D+A,Toxicology,Toxic effect of venom / sting,Toxic effect of venom / sting,44400004,Toxic effect of venom (disorder)
91,41,73,Psych / tox / D+A,Toxicology,Toxic effect of plant,Toxic effect of plant,275390005,Plants - toxic effect (disorder)
91,41,81,Psych / tox / D+A,Toxicology,Side effect of medication,Side effect of medication,401207004,Medication side effects present (finding)
91,41,91,Psych / tox / D+A,Toxicology,Inhalation of toxic gas / vapour,Inhalation of toxic gas / vapour,371043007,Toxic inhalation injury (disorder)
91,41,92,Psych / tox / D+A,Toxicology,Inhalation of smoke,Inhalation of smoke,426936004,Smoke inhalation injury (disorder)
91,41,98,Psych / tox / D+A,Toxicology,Poisoning (NOT plant / venom / gas / vapour),Poisoning (NOT plant / venom / gas / vapour),75478009,Poisoning (disorder)
91,61,11,Psych / tox / D+A,Drug / alcohol,Alcohol (ethanol) intoxication,Alcohol (ethanol) intoxication,25702006,Alcohol intoxication (disorder)
91,61,13,Psych / tox / D+A,Drug / alcohol,Alcohol dependence syndrome,Alcohol dependence syndrome,66590003,Alcohol dependence (disorder)
91,61,15,Psych / tox / D+A,Drug / alcohol,Alcohol withdrawal syndrome,Alcohol withdrawal syndrome,85561006,Uncomplicated alcohol withdrawal (disorder)
91,61,17,Psych / tox / D+A,Drug / alcohol,Alcohol withdrawal seizure,Alcohol withdrawal seizure,308742005,Alcohol withdrawal-induced convulsion (disorder)
91,61,19,Psych / tox / D+A,Drug / alcohol,Drug-induced seizure,Drug-induced seizure,1098111000000101,Drug-induced seizure (finding)
91,61,31,Psych / tox / D+A,Drug / alcohol,Recreational drug use,Recreational drug use,307052004,Illicit drug use (finding)
91,61,51,Psych / tox / D+A,Drug / alcohol,Dependence on sedatives or hypnotics,Dependence on sedatives or hypnotics,268640002,Hypnotic or anxiolytic dependence (disorder)
91,61,61,Psych / tox / D+A,Drug / alcohol,Dependence on opioids,Dependence on opioids,75544000,Opioid dependence (disorder)
97,11,11,Environ / social / other,Environmental,Needlestick injury / exposure to body fluids,Needlestick injury / exposure to body fluids,283596007,Needle stick injury (disorder)
97,11,15,Environ / social / other,Environmental,Post exposure prophylaxis,Post exposure prophylaxis,409516001,Post-exposure prophylaxis (procedure)
97,11,21,Environ / social / other,Environmental,Hypothermia,Hypothermia,83966006,Hypothermia caused by cold environment (disorder)
97,11,25,Environ / social / other,Environmental,Cold injury,Cold injury,234014009,Local cold injury (disorder)
97,11,51,Environ / social / other,Environmental,Heat stroke / sun stroke,Heat stroke / sun stroke,52072009,Heat stroke (disorder)
97,11,71,Environ / social / other,Environmental,Sub-aqua diving / barotrauma injury,Sub-aqua diving / barotrauma injury,241977008,Diving barotrauma (disorder)
97,11,75,Environ / social / other,Environmental,Drowning / non-fatal immersion,Drowning / non-fatal immersion,212962007,Drowning and non-fatal immersion (disorder)
97,31,21,Environ / social / other,Social,Social problem,Social problem,161152002,Social problem (finding)
97,31,41,Environ / social / other,Social,Homelessness,Homelessness,32911000,Homeless (finding)
97,31,51,Environ / social / other,Social,Malnutrition,Malnutrition,2492009,Nutritional disorder (disorder)
97,31,61,Environ / social / other,Social,Safegaurding concern,Safegaurding concern,288531000119103,Problem related to social environment (finding)
97,61,11,Environ / social / other,Not applicable,No abnormality detected,No abnormality detected,281900007,No abnormality detected (finding)
97,61,41,Environ / social / other,Not applicable,Left before clinical assessement,Left before clinical assessement,185330002,Patient walked out (finding)
97,61,51,Environ / social / other,Not applicable,Referred to GP / urgent care,Referred to GP / urgent care,183561008,Referral to general practitioner (procedure)
97,61,61,Environ / social / other,Not applicable,Direct admit to a specialty,Direct admit to a specialty,306206005,Referral to service (procedure)
97,61,81,Environ / social / other,Not applicable,Prescription request,Prescription request,103742009,Renewal of prescription (procedure)
97,61,82,Environ / social / other,Not applicable,Request of medical certificate,Request of medical certificate,184770004,Miscellaneous certificate request (finding)
97,61,83,Environ / social / other,Not applicable,Attendance for specimen collection,Attendance for specimen collection,17636008,Specimen collection (procedure)
97,61,91,Environ / social / other,Not applicable,Died in emergency care facility,Died in emergency care facility,812491000000102,Died in accident and emergency department (finding)
97,61,93,Environ / social / other,Not applicable,Dead on arrival,Dead on arrival,812481000000104,Dead on arrival in accident and emergency department (finding)
99,11,11,See Notes,See Notes,See Notes,See Notes,267718000,Age-related macular degeneration (disorder)
99,11,12,See Notes,See Notes,See Notes,See Notes,9826008,Conjunctivitis (disorder)
99,11,13,See Notes,See Notes,See Notes,See Notes,91514001,Corneal ulcer (disorder)
99,11,14,See Notes,See Notes,See Notes,See Notes,128351009,Eye infection (disorder)
99,11,15,See Notes,See Notes,See Notes,See Notes,55899000,Foreign body on external eye (disorder)
99,11,16,See Notes,See Notes,See Notes,See Notes,14357004,Ischemic optic neuropathy (disorder)
99,11,17,See Notes,See Notes,See Notes,See Notes,5888003,Keratitis (disorder)
99,11,18,See Notes,See Notes,See Notes,See Notes,73757007,Retinal vascular occlusion (disorder)
99,11,19,See Notes,See Notes,See Notes,See Notes,230507009,Retrobulbar neuritis (disorder)
99,11,20,See Notes,See Notes,See Notes,See Notes,27019000,Superficial keratitis (disorder)
99,11,21,Child / ObGyn,Gynaecology : early pregnancy,Induced abortion with complication,Induced termination of pregnancy with complication,609446006,Induced termination of pregnancy with complication (disorder)
99,11,22,See Notes,See Notes,See Notes,See Notes,53772007,Vitreous detachment (disorder)
99,11,23,See Notes,See Notes,See Notes,See Notes,3282008,Welders' keratitis (disorder)
99,11,24,See Notes,See Notes,See Notes,See Notes,73013002,Cranial nerve disorder (disorder)
99,11,25,See Notes,See Notes,See Notes,See Notes,409622000,Respiratory failure (disorder)
